Watershed_designation,Fire_treatment,Year,Plot_number,Transect_number,Grass_cover,Shrub_cover
r1a,infrequent_to_annual_reversal,2003,9,2,113,0.5
r1a,infrequent_to_annual_reversal,2003,10,2,81,0
r1a,infrequent_to_annual_reversal,2003,11,3,33.5,0.5
r1a,infrequent_to_annual_reversal,2003,12,3,48,0
r1a,infrequent_to_annual_reversal,2003,13,3,85.5,1
r1a,infrequent_to_annual_reversal,2003,14,3,98,0.5
r1a,infrequent_to_annual_reversal,2003,15,3,39.5,0
r1a,infrequent_to_annual_reversal,2003,16,4,36.5,3.5
r1a,infrequent_to_annual_reversal,2003,17,4,77.5,3.5
r1a,infrequent_to_annual_reversal,2003,18,4,63,3.5
r1a,infrequent_to_annual_reversal,2003,19,4,78,0
r1a,infrequent_to_annual_reversal,2003,20,4,66,47.5
r1a,infrequent_to_annual_reversal,2004,1,1,121,0.5
r1a,infrequent_to_annual_reversal,2004,2,1,103.5,0.5
r1a,infrequent_to_annual_reversal,2004,3,1,100,3.5
r1a,infrequent_to_annual_reversal,2004,4,1,95.5,0
r1a,infrequent_to_annual_reversal,2004,5,1,100,0
r1a,infrequent_to_annual_reversal,2004,6,2,103.5,32.5
r1a,infrequent_to_annual_reversal,2004,7,2,130.5,0.5
r1a,infrequent_to_annual_reversal,2004,8,2,112.5,0
r1a,infrequent_to_annual_reversal,2004,9,2,118,0.5
r1a,infrequent_to_annual_reversal,2004,10,2,121,0
r1a,infrequent_to_annual_reversal,2004,11,3,69,0.5
r1a,infrequent_to_annual_reversal,2004,12,3,78,0
r1a,infrequent_to_annual_reversal,2004,13,3,85.5,1
r1a,infrequent_to_annual_reversal,2004,14,3,98,0.5
r1a,infrequent_to_annual_reversal,2004,15,3,81,0
r1a,infrequent_to_annual_reversal,2004,16,4,36.5,0.5
r1a,infrequent_to_annual_reversal,2004,17,4,100,0.5
r1a,infrequent_to_annual_reversal,2004,18,4,63,3.5
r1a,infrequent_to_annual_reversal,2004,19,4,78,0
r1a,infrequent_to_annual_reversal,2004,20,4,66,30
r1a,infrequent_to_annual_reversal,2005,1,1,121,0.5
r1a,infrequent_to_annual_reversal,2005,2,1,121,3.5
r1a,infrequent_to_annual_reversal,2005,3,1,117.5,0.5
r1a,infrequent_to_annual_reversal,2005,4,1,95.5,0
r1a,infrequent_to_annual_reversal,2005,5,1,100,0
r1a,infrequent_to_annual_reversal,2005,6,2,103.5,32.5
r1a,infrequent_to_annual_reversal,2005,7,2,130.5,0
r1a,infrequent_to_annual_reversal,2005,8,2,112.5,0
r1a,infrequent_to_annual_reversal,2005,9,2,118,0
r1a,infrequent_to_annual_reversal,2005,10,2,128.5,0
r1a,infrequent_to_annual_reversal,2005,11,3,69,0
r1a,infrequent_to_annual_reversal,2005,12,3,78,0
r1a,infrequent_to_annual_reversal,2005,13,3,85.5,0
r1a,infrequent_to_annual_reversal,2005,14,3,98,0.5
r1a,infrequent_to_annual_reversal,2005,15,3,81,0
r1a,infrequent_to_annual_reversal,2005,16,4,39.5,0
r1a,infrequent_to_annual_reversal,2005,17,4,95,0.5
r1a,infrequent_to_annual_reversal,2005,18,4,63,3.5
r1a,infrequent_to_annual_reversal,2005,19,4,95.5,0
r1a,infrequent_to_annual_reversal,2005,20,4,77.5,7
r1a,infrequent_to_annual_reversal,2006,1,1,121,0.5
r1a,infrequent_to_annual_reversal,2006,2,1,121,3.5
r1a,infrequent_to_annual_reversal,2006,3,1,95,0
r1a,infrequent_to_annual_reversal,2006,4,1,65.5,0
r1a,infrequent_to_annual_reversal,2006,5,1,65,0
r1a,infrequent_to_annual_reversal,2006,6,2,98.5,3.5
r1a,infrequent_to_annual_reversal,2006,7,2,125.5,0
r1a,infrequent_to_annual_reversal,2006,8,2,95,0
r1a,infrequent_to_annual_reversal,2006,9,2,125.5,1
r1a,infrequent_to_annual_reversal,2006,10,2,128.5,0
r1a,infrequent_to_annual_reversal,2006,11,3,99,0
r1a,infrequent_to_annual_reversal,2006,12,3,65.5,0
r1a,infrequent_to_annual_reversal,2006,13,3,95,1
r1a,infrequent_to_annual_reversal,2006,14,3,88.5,0.5
r1a,infrequent_to_annual_reversal,2006,15,3,98.5,0
r1a,infrequent_to_annual_reversal,2006,16,4,51,0
r1a,infrequent_to_annual_reversal,2006,17,4,95,0.5
r1a,infrequent_to_annual_reversal,2006,18,4,80.5,3.5
r1a,infrequent_to_annual_reversal,2006,19,4,95.5,0
r1a,infrequent_to_annual_reversal,2006,20,4,65.5,7
r1a,infrequent_to_annual_reversal,2007,1,1,121,0.5
r1a,infrequent_to_annual_reversal,2007,2,1,121,1
r1a,infrequent_to_annual_reversal,2007,3,1,95,0.5
r1a,infrequent_to_annual_reversal,2007,4,1,95.5,0.5
r1a,infrequent_to_annual_reversal,2007,5,1,95,0.5
r1a,infrequent_to_annual_reversal,2007,6,2,128.5,3.5
r1a,infrequent_to_annual_reversal,2007,7,2,95.5,0
r1a,infrequent_to_annual_reversal,2007,8,2,95,0
r1a,infrequent_to_annual_reversal,2007,9,2,125.5,0
r1a,infrequent_to_annual_reversal,2007,10,2,128.5,0
r1a,infrequent_to_annual_reversal,2007,11,3,102,0
r1a,infrequent_to_annual_reversal,2007,12,3,65.5,0
r1a,infrequent_to_annual_reversal,2007,13,3,95,1
r1a,infrequent_to_annual_reversal,2007,14,3,88.5,0
r1a,infrequent_to_annual_reversal,2007,15,3,68.5,0
r1a,infrequent_to_annual_reversal,2007,16,4,51,1
r1a,infrequent_to_annual_reversal,2007,17,4,95,0.5
r1a,infrequent_to_annual_reversal,2007,18,4,80.5,3.5
r1a,infrequent_to_annual_reversal,2007,19,4,95.5,0.5
r1a,infrequent_to_annual_reversal,2007,20,4,65.5,4
r1a,infrequent_to_annual_reversal,2008,1,1,121,0.5
r1a,infrequent_to_annual_reversal,2008,2,1,121,1
r1a,infrequent_to_annual_reversal,2008,3,1,95,0
r1a,infrequent_to_annual_reversal,2008,4,1,118,0
r1a,infrequent_to_annual_reversal,2008,5,1,95,0
r1a,infrequent_to_annual_reversal,2008,6,2,125.5,0.5
r1a,infrequent_to_annual_reversal,2008,7,2,95,0
r1a,infrequent_to_annual_reversal,2008,8,2,95,0
r1a,infrequent_to_annual_reversal,2008,9,2,95.5,0.5
r1a,infrequent_to_annual_reversal,2008,10,2,128.5,0
r1a,infrequent_to_annual_reversal,2008,11,3,102,0
r1a,infrequent_to_annual_reversal,2008,12,3,95,0
r1a,infrequent_to_annual_reversal,2008,13,3,95,0
r1a,infrequent_to_annual_reversal,2008,14,3,88.5,0.5
r1a,infrequent_to_annual_reversal,2008,15,3,68.5,0
r1a,infrequent_to_annual_reversal,2008,16,4,68.5,0.5
r1a,infrequent_to_annual_reversal,2008,17,4,95,0.5
r1a,infrequent_to_annual_reversal,2008,18,4,80,3.5
r1a,infrequent_to_annual_reversal,2008,19,4,98.5,3.5
r1a,infrequent_to_annual_reversal,2008,20,4,65,15.5
r1a,infrequent_to_annual_reversal,2009,1,1,98.5,1
r1a,infrequent_to_annual_reversal,2009,2,1,121,0.5
r1a,infrequent_to_annual_reversal,2009,3,1,125,0
r1a,infrequent_to_annual_reversal,2009,4,1,118,0
r1a,infrequent_to_annual_reversal,2009,5,1,125,0
r1a,infrequent_to_annual_reversal,2009,6,2,125.5,0.5
r1a,infrequent_to_annual_reversal,2009,7,2,95,0
r1a,infrequent_to_annual_reversal,2009,8,2,95,0
r1a,infrequent_to_annual_reversal,2009,9,2,95.5,0.5
r1a,infrequent_to_annual_reversal,2009,10,2,128.5,0
r1a,infrequent_to_annual_reversal,2009,11,3,113.5,0
r1a,infrequent_to_annual_reversal,2009,12,3,98.5,0
r1a,infrequent_to_annual_reversal,2009,13,3,95,0
r1a,infrequent_to_annual_reversal,2009,14,3,88.5,0
r1a,infrequent_to_annual_reversal,2009,15,3,68.5,0
r1a,infrequent_to_annual_reversal,2009,16,4,98.5,0
r1a,infrequent_to_annual_reversal,2009,17,4,117.5,0.5
r1a,infrequent_to_annual_reversal,2009,18,4,80.5,15
r1a,infrequent_to_annual_reversal,2009,19,4,98.5,3.5
r1a,infrequent_to_annual_reversal,2009,20,4,65.5,15.5
r1a,infrequent_to_annual_reversal,2010,1,1,98.5,3.5
r1a,infrequent_to_annual_reversal,2010,2,1,121,1
r1a,infrequent_to_annual_reversal,2010,3,1,125,0
r1a,infrequent_to_annual_reversal,2010,4,1,125.5,0
r1a,infrequent_to_annual_reversal,2010,5,1,125,0
r1a,infrequent_to_annual_reversal,2010,6,2,125.5,0.5
r1a,infrequent_to_annual_reversal,2010,7,2,95,0
r1a,infrequent_to_annual_reversal,2010,8,2,95,0
r1a,infrequent_to_annual_reversal,2010,9,2,95.5,0
r1a,infrequent_to_annual_reversal,2010,10,2,128.5,0
r1a,infrequent_to_annual_reversal,2010,11,3,110.5,0
r1a,infrequent_to_annual_reversal,2010,12,3,98.5,0
r1a,infrequent_to_annual_reversal,2010,13,3,117.5,0
r1a,infrequent_to_annual_reversal,2010,14,3,101,0.5
r1a,infrequent_to_annual_reversal,2010,15,3,98.5,0
r1a,infrequent_to_annual_reversal,2010,16,4,128.5,0
r1a,infrequent_to_annual_reversal,2010,17,4,147.5,0.5
r1a,infrequent_to_annual_reversal,2010,18,4,98.5,15
r1a,infrequent_to_annual_reversal,2010,19,4,98.5,3.5
r1a,infrequent_to_annual_reversal,2010,20,4,65.5,15.5
r1a,infrequent_to_annual_reversal,2011,1,1,110,0.5
r1a,infrequent_to_annual_reversal,2011,2,1,151,1
r1a,infrequent_to_annual_reversal,2011,3,1,125,0
r1a,infrequent_to_annual_reversal,2011,4,1,125.5,0
r1a,infrequent_to_annual_reversal,2011,5,1,125,0
r1a,infrequent_to_annual_reversal,2011,6,2,125.5,0
r1a,infrequent_to_annual_reversal,2011,7,2,117.5,0
r1a,infrequent_to_annual_reversal,2011,8,2,95.5,0
r1a,infrequent_to_annual_reversal,2011,9,2,95.5,0
r1a,infrequent_to_annual_reversal,2011,10,2,151,0
r1a,infrequent_to_annual_reversal,2011,11,3,128,0
r1a,infrequent_to_annual_reversal,2011,12,3,68.5,0
r1a,infrequent_to_annual_reversal,2011,13,3,117.5,0.5
r1a,infrequent_to_annual_reversal,2011,14,3,112.5,0
r1a,infrequent_to_annual_reversal,2011,15,3,98.5,0
r1a,infrequent_to_annual_reversal,2011,16,4,128.5,0.5
r1a,infrequent_to_annual_reversal,2011,17,4,147.5,1
r1a,infrequent_to_annual_reversal,2011,18,4,99,15
r1a,infrequent_to_annual_reversal,2011,19,4,121,3.5
r1a,infrequent_to_annual_reversal,2011,20,4,95.5,15.5
r1a,infrequent_to_annual_reversal,2012,1,1,110,0.5
r1a,infrequent_to_annual_reversal,2012,2,1,128.5,0.5
r1a,infrequent_to_annual_reversal,2012,3,1,125,0
r1a,infrequent_to_annual_reversal,2012,4,1,125.5,0
r1a,infrequent_to_annual_reversal,2012,5,1,125,0
r1a,infrequent_to_annual_reversal,2012,6,2,128.5,0
r1a,infrequent_to_annual_reversal,2012,7,2,117.5,0
r1a,infrequent_to_annual_reversal,2012,8,2,96,0
r1a,infrequent_to_annual_reversal,2012,9,2,95.5,0
r1a,infrequent_to_annual_reversal,2012,10,2,151,0
r1a,infrequent_to_annual_reversal,2012,11,3,128,0
r1a,infrequent_to_annual_reversal,2012,12,3,68.5,0
r1a,infrequent_to_annual_reversal,2012,13,3,117.5,0.5
r1a,infrequent_to_annual_reversal,2012,14,3,112.5,0
r1a,infrequent_to_annual_reversal,2012,15,3,98.5,0
r1a,infrequent_to_annual_reversal,2012,16,4,128.5,0
r1a,infrequent_to_annual_reversal,2012,17,4,125,0.5
r1a,infrequent_to_annual_reversal,2012,18,4,81.5,15
r1a,infrequent_to_annual_reversal,2012,19,4,121,3.5
r1a,infrequent_to_annual_reversal,2012,20,4,95.5,18.5
r1a,infrequent_to_annual_reversal,2013,1,1,110,0.5
r1a,infrequent_to_annual_reversal,2013,2,1,128.5,0.5
r1a,infrequent_to_annual_reversal,2013,3,1,148,0
r1a,infrequent_to_annual_reversal,2013,4,1,125.5,0
r1a,infrequent_to_annual_reversal,2013,5,1,125,0
r1a,infrequent_to_annual_reversal,2013,6,2,128.5,0
r1a,infrequent_to_annual_reversal,2013,7,2,148,0
r1a,infrequent_to_annual_reversal,2013,8,2,126,0
r1a,infrequent_to_annual_reversal,2013,9,2,125.5,0
r1a,infrequent_to_annual_reversal,2013,10,2,151,0
r1a,infrequent_to_annual_reversal,2013,11,3,101,0
r1a,infrequent_to_annual_reversal,2013,12,3,68.5,0
r1a,infrequent_to_annual_reversal,2013,13,3,117.5,0.5
r1a,infrequent_to_annual_reversal,2013,14,3,112.5,0
r1a,infrequent_to_annual_reversal,2013,15,3,98.5,0.5
r1a,infrequent_to_annual_reversal,2013,16,4,128.5,0
r1a,infrequent_to_annual_reversal,2013,17,4,125,4
r1a,infrequent_to_annual_reversal,2013,18,4,51.5,32.5
r1a,infrequent_to_annual_reversal,2013,19,4,98.5,15
r1a,infrequent_to_annual_reversal,2013,20,4,128.5,18.5
r1b,infrequent_to_annual_reversal,2000,1,1,39.5,0.5
r1b,infrequent_to_annual_reversal,2000,2,1,51,0
r1b,infrequent_to_annual_reversal,2000,3,1,66,63.5
r1b,infrequent_to_annual_reversal,2000,4,1,103.5,0
r1b,infrequent_to_annual_reversal,2000,5,1,51.5,0
r1b,infrequent_to_annual_reversal,2000,6,2,22.5,0
r1b,infrequent_to_annual_reversal,2000,7,2,69.5,0
r1b,infrequent_to_annual_reversal,2000,8,2,51,3.5
r1b,infrequent_to_annual_reversal,2000,9,2,81,15
r1b,infrequent_to_annual_reversal,2000,10,2,51.5,0
r1b,infrequent_to_annual_reversal,2000,11,3,22,0
r1b,infrequent_to_annual_reversal,2000,12,3,22.5,1
r1b,infrequent_to_annual_reversal,2000,13,3,48,0
r1b,infrequent_to_annual_reversal,2000,14,3,25.5,0
r1b,infrequent_to_annual_reversal,2000,15,3,25.5,0
r1b,infrequent_to_annual_reversal,2000,16,4,36.5,3.5
r1b,infrequent_to_annual_reversal,2000,17,4,81,15
r1b,infrequent_to_annual_reversal,2000,18,4,39.5,0
r1b,infrequent_to_annual_reversal,2000,19,4,48,0
r1b,infrequent_to_annual_reversal,2000,20,4,51,32.5
r1b,infrequent_to_annual_reversal,2001,1,1,39.5,0.5
r1b,infrequent_to_annual_reversal,2001,2,1,51,0
r1b,infrequent_to_annual_reversal,2001,3,1,77.5,32.5
r1b,infrequent_to_annual_reversal,2001,4,1,121,0
r1b,infrequent_to_annual_reversal,2001,5,1,69,0
r1b,infrequent_to_annual_reversal,2001,6,2,51.5,0
r1b,infrequent_to_annual_reversal,2001,7,2,92,0
r1b,infrequent_to_annual_reversal,2001,8,2,81,0.5
r1b,infrequent_to_annual_reversal,2001,9,2,81,3.5
r1b,infrequent_to_annual_reversal,2001,10,2,51.5,0
r1b,infrequent_to_annual_reversal,2001,11,3,22,0
r1b,infrequent_to_annual_reversal,2001,12,3,22.5,1
r1b,infrequent_to_annual_reversal,2001,13,3,48.5,0
r1b,infrequent_to_annual_reversal,2001,14,3,25.5,0
r1b,infrequent_to_annual_reversal,2001,15,3,22.5,0
r1b,infrequent_to_annual_reversal,2001,16,4,66.5,3.5
r1b,infrequent_to_annual_reversal,2001,17,4,92.5,15
r1b,infrequent_to_annual_reversal,2001,18,4,39.5,0
r1b,infrequent_to_annual_reversal,2001,19,4,48,3.5
r1b,infrequent_to_annual_reversal,2001,20,4,51,15.5
r1b,infrequent_to_annual_reversal,2002,1,1,51.5,0
r1b,infrequent_to_annual_reversal,2002,2,1,62.5,0.5
r1b,infrequent_to_annual_reversal,2002,3,1,100,32.5
r1b,infrequent_to_annual_reversal,2002,4,1,121,0.5
r1b,infrequent_to_annual_reversal,2002,5,1,99,0
r1b,infrequent_to_annual_reversal,2002,6,2,54.5,0
r1b,infrequent_to_annual_reversal,2002,7,2,92,0
r1b,infrequent_to_annual_reversal,2002,8,2,81,0.5
r1b,infrequent_to_annual_reversal,2002,9,2,103.5,89
r1b,infrequent_to_annual_reversal,2002,10,2,81.5,0
r1b,infrequent_to_annual_reversal,2002,11,3,22.5,0
r1b,infrequent_to_annual_reversal,2002,12,3,51.5,0.5
r1b,infrequent_to_annual_reversal,2002,13,3,51,0
r1b,infrequent_to_annual_reversal,2002,14,3,25.5,0.5
r1b,infrequent_to_annual_reversal,2002,15,3,37,0
r1b,infrequent_to_annual_reversal,2002,16,4,100.5,0.5
r1b,infrequent_to_annual_reversal,2002,17,4,115,33
r1b,infrequent_to_annual_reversal,2002,18,4,51,3.5
r1b,infrequent_to_annual_reversal,2002,19,4,65,3.5
r1b,infrequent_to_annual_reversal,2002,20,4,68.5,16
r1b,infrequent_to_annual_reversal,2003,1,1,51.5,0
r1b,infrequent_to_annual_reversal,2003,2,1,62.5,0.5
r1b,infrequent_to_annual_reversal,2003,3,1,100,32.5
r1b,infrequent_to_annual_reversal,2003,4,1,121,0.5
r1b,infrequent_to_annual_reversal,2003,5,1,129,0.5
r1b,infrequent_to_annual_reversal,2003,6,2,54.5,0
r1b,infrequent_to_annual_reversal,2003,7,2,92,0
r1b,infrequent_to_annual_reversal,2003,8,2,81,3.5
r1b,infrequent_to_annual_reversal,2003,9,2,103.5,4
r1b,infrequent_to_annual_reversal,2003,10,2,81.5,0
r1b,infrequent_to_annual_reversal,2003,11,3,22.5,0
r1b,infrequent_to_annual_reversal,2003,12,3,51.5,1
r1b,infrequent_to_annual_reversal,2003,13,3,51,0
r1b,infrequent_to_annual_reversal,2003,14,3,25.5,0.5
r1b,infrequent_to_annual_reversal,2003,15,3,37,0
r1b,infrequent_to_annual_reversal,2003,16,4,100.5,0.5
r1b,infrequent_to_annual_reversal,2003,17,4,115,62.5
r1b,infrequent_to_annual_reversal,2003,18,4,68.5,0
r1b,infrequent_to_annual_reversal,2003,19,4,65,3.5
r1b,infrequent_to_annual_reversal,2003,20,4,65.5,15.5
r1b,infrequent_to_annual_reversal,2004,1,1,72,0.5
r1b,infrequent_to_annual_reversal,2004,2,1,97.5,0.5
r1b,infrequent_to_annual_reversal,2004,3,1,100,32.5
r1b,infrequent_to_annual_reversal,2004,4,1,101.5,0
r1b,infrequent_to_annual_reversal,2004,5,1,121,0.5
r1b,infrequent_to_annual_reversal,2004,6,2,54.5,0
r1b,infrequent_to_annual_reversal,2004,7,2,103.5,0
r1b,infrequent_to_annual_reversal,2004,8,2,92.5,3.5
r1b,infrequent_to_annual_reversal,2004,9,2,115,1.5
r1b,infrequent_to_annual_reversal,2004,10,2,98.5,0
r1b,infrequent_to_annual_reversal,2004,11,3,22.5,0
r1b,infrequent_to_annual_reversal,2004,12,3,51.5,0.5
r1b,infrequent_to_annual_reversal,2004,13,3,51,0
r1b,infrequent_to_annual_reversal,2004,14,3,25.5,0.5
r1b,infrequent_to_annual_reversal,2004,15,3,54.5,0
r1b,infrequent_to_annual_reversal,2004,16,4,118,1
r1b,infrequent_to_annual_reversal,2004,17,4,103.5,47.5
r1b,infrequent_to_annual_reversal,2004,18,4,68.5,0
r1b,infrequent_to_annual_reversal,2004,19,4,65,3.5
r1b,infrequent_to_annual_reversal,2004,20,4,65.5,4
r1b,infrequent_to_annual_reversal,2005,1,1,102,0
r1b,infrequent_to_annual_reversal,2005,2,1,97.5,0
r1b,infrequent_to_annual_reversal,2005,3,1,117.5,32.5
r1b,infrequent_to_annual_reversal,2005,4,1,101.5,0.5
r1b,infrequent_to_annual_reversal,2005,5,1,132.5,0
r1b,infrequent_to_annual_reversal,2005,6,2,51.5,0
r1b,infrequent_to_annual_reversal,2005,7,2,103.5,0
r1b,infrequent_to_annual_reversal,2005,8,2,115,0.5
r1b,infrequent_to_annual_reversal,2005,9,2,115,1.5
r1b,infrequent_to_annual_reversal,2005,10,2,98.5,0
r1b,infrequent_to_annual_reversal,2005,11,3,10.5,0
r1b,infrequent_to_annual_reversal,2005,12,3,68.5,1
r1b,infrequent_to_annual_reversal,2005,13,3,81,0
r1b,infrequent_to_annual_reversal,2005,14,3,25.5,0.5
r1b,infrequent_to_annual_reversal,2005,15,3,51.5,0
r1b,infrequent_to_annual_reversal,2005,16,4,121,15
r1b,infrequent_to_annual_reversal,2005,17,4,121,65
r1b,infrequent_to_annual_reversal,2005,18,4,98.5,0
r1b,infrequent_to_annual_reversal,2005,19,4,95,3.5
r1b,infrequent_to_annual_reversal,2005,20,4,95.5,4
r1b,infrequent_to_annual_reversal,2006,1,1,132,0.5
r1b,infrequent_to_annual_reversal,2006,2,1,97.5,0
r1b,infrequent_to_annual_reversal,2006,3,1,118,32.5
r1b,infrequent_to_annual_reversal,2006,4,1,98.5,0.5
r1b,infrequent_to_annual_reversal,2006,5,1,121,0.5
r1b,infrequent_to_annual_reversal,2006,6,2,54.5,0
r1b,infrequent_to_annual_reversal,2006,7,2,115,0
r1b,infrequent_to_annual_reversal,2006,8,2,132.5,3.5
r1b,infrequent_to_annual_reversal,2006,9,2,132.5,1
r1b,infrequent_to_annual_reversal,2006,10,2,121,0
r1b,infrequent_to_annual_reversal,2006,11,3,25.5,0
r1b,infrequent_to_annual_reversal,2006,12,3,80,1
r1b,infrequent_to_annual_reversal,2006,13,3,81,0
r1b,infrequent_to_annual_reversal,2006,14,3,66,0.5
r1b,infrequent_to_annual_reversal,2006,15,3,63,0
r1b,infrequent_to_annual_reversal,2006,16,4,121,15
r1b,infrequent_to_annual_reversal,2006,17,4,121,65
r1b,infrequent_to_annual_reversal,2006,18,4,98.5,0
r1b,infrequent_to_annual_reversal,2006,19,4,95.5,3.5
r1b,infrequent_to_annual_reversal,2006,20,4,95.5,3.5
r1b,infrequent_to_annual_reversal,2007,1,1,102,0.5
r1b,infrequent_to_annual_reversal,2007,2,1,157.5,0
r1b,infrequent_to_annual_reversal,2007,3,1,118,32.5
r1b,infrequent_to_annual_reversal,2007,4,1,101.5,0
r1b,infrequent_to_annual_reversal,2007,5,1,115,0.5
r1b,infrequent_to_annual_reversal,2007,6,2,54.5,0
r1b,infrequent_to_annual_reversal,2007,7,2,110,0
r1b,infrequent_to_annual_reversal,2007,8,2,157.5,3.5
r1b,infrequent_to_annual_reversal,2007,9,2,127.5,4
r1b,infrequent_to_annual_reversal,2007,10,2,128.5,0
r1b,infrequent_to_annual_reversal,2007,11,3,22.5,0.5
r1b,infrequent_to_annual_reversal,2007,12,3,80,1
r1b,infrequent_to_annual_reversal,2007,13,3,81.5,0
r1b,infrequent_to_annual_reversal,2007,14,3,83.5,0.5
r1b,infrequent_to_annual_reversal,2007,15,3,66,0
r1b,infrequent_to_annual_reversal,2007,16,4,121,32.5
r1b,infrequent_to_annual_reversal,2007,17,4,121,65
r1b,infrequent_to_annual_reversal,2007,18,4,128.5,0
r1b,infrequent_to_annual_reversal,2007,19,4,118,0.5
r1b,infrequent_to_annual_reversal,2007,20,4,117.5,0.5
r1b,infrequent_to_annual_reversal,2008,1,1,132,0
r1b,infrequent_to_annual_reversal,2008,2,1,127.5,0
r1b,infrequent_to_annual_reversal,2008,3,1,100,32.5
r1b,infrequent_to_annual_reversal,2008,4,1,98.5,0
r1b,infrequent_to_annual_reversal,2008,5,1,104.5,0.5
r1b,infrequent_to_annual_reversal,2008,6,2,72,0
r1b,infrequent_to_annual_reversal,2008,7,2,110,0.5
r1b,infrequent_to_annual_reversal,2008,8,2,157.5,3.5
r1b,infrequent_to_annual_reversal,2008,9,2,127.5,3.5
r1b,infrequent_to_annual_reversal,2008,10,2,98.5,0
r1b,infrequent_to_annual_reversal,2008,11,3,37,0
r1b,infrequent_to_annual_reversal,2008,12,3,80,1.5
r1b,infrequent_to_annual_reversal,2008,13,3,81.5,0
r1b,infrequent_to_annual_reversal,2008,14,3,80.5,0.5
r1b,infrequent_to_annual_reversal,2008,15,3,66,0
r1b,infrequent_to_annual_reversal,2008,16,4,121,32.5
r1b,infrequent_to_annual_reversal,2008,17,4,103.5,65
r1b,infrequent_to_annual_reversal,2008,18,4,98.5,0
r1b,infrequent_to_annual_reversal,2008,19,4,118,0
r1b,infrequent_to_annual_reversal,2008,20,4,117.5,1
r1b,infrequent_to_annual_reversal,2009,1,1,133,0
r1b,infrequent_to_annual_reversal,2009,2,1,128,0
r1b,infrequent_to_annual_reversal,2009,3,1,100,32.5
r1b,infrequent_to_annual_reversal,2009,4,1,104.5,0
r1b,infrequent_to_annual_reversal,2009,5,1,104.5,0.5
r1b,infrequent_to_annual_reversal,2009,6,2,72,0
r1b,infrequent_to_annual_reversal,2009,7,2,110,0.5
r1b,infrequent_to_annual_reversal,2009,8,2,132.5,3.5
r1b,infrequent_to_annual_reversal,2009,9,2,132.5,4
r1b,infrequent_to_annual_reversal,2009,10,2,81,0
r1b,infrequent_to_annual_reversal,2009,11,3,37,0.5
r1b,infrequent_to_annual_reversal,2009,12,3,62.5,1
r1b,infrequent_to_annual_reversal,2009,13,3,81.5,0.5
r1b,infrequent_to_annual_reversal,2009,14,3,83.5,0.5
r1b,infrequent_to_annual_reversal,2009,15,3,77.5,0
r1b,infrequent_to_annual_reversal,2009,16,4,121,15
r1b,infrequent_to_annual_reversal,2009,17,4,81,65
r1b,infrequent_to_annual_reversal,2009,18,4,110,0.5
r1b,infrequent_to_annual_reversal,2009,19,4,96,0.5
r1b,infrequent_to_annual_reversal,2009,20,4,118,1
r1b,infrequent_to_annual_reversal,2010,1,1,133,0.5
r1b,infrequent_to_annual_reversal,2010,2,1,132.5,0
r1b,infrequent_to_annual_reversal,2010,3,1,101,32.5
r1b,infrequent_to_annual_reversal,2010,4,1,101.5,0
r1b,infrequent_to_annual_reversal,2010,5,1,101.5,0
r1b,infrequent_to_annual_reversal,2010,6,2,66,0
r1b,infrequent_to_annual_reversal,2010,7,2,128,0.5
r1b,infrequent_to_annual_reversal,2010,8,2,140,0.5
r1b,infrequent_to_annual_reversal,2010,9,2,110,3.5
r1b,infrequent_to_annual_reversal,2010,10,2,81,0
r1b,infrequent_to_annual_reversal,2010,11,3,43,0.5
r1b,infrequent_to_annual_reversal,2010,12,3,62.5,1
r1b,infrequent_to_annual_reversal,2010,13,3,84.5,0
r1b,infrequent_to_annual_reversal,2010,14,3,83.5,0.5
r1b,infrequent_to_annual_reversal,2010,15,3,77.5,0
r1b,infrequent_to_annual_reversal,2010,16,4,121,15
r1b,infrequent_to_annual_reversal,2010,17,4,81,47.5
r1b,infrequent_to_annual_reversal,2010,18,4,115,3.5
r1b,infrequent_to_annual_reversal,2010,19,4,96,0
r1b,infrequent_to_annual_reversal,2010,20,4,95.5,0.5
r1b,infrequent_to_annual_reversal,2011,1,1,133,0.5
r1b,infrequent_to_annual_reversal,2011,2,1,132.5,0
r1b,infrequent_to_annual_reversal,2011,3,1,118.5,32.5
r1b,infrequent_to_annual_reversal,2011,4,1,101.5,0
r1b,infrequent_to_annual_reversal,2011,5,1,113,3.5
r1b,infrequent_to_annual_reversal,2011,6,2,83.5,0.5
r1b,infrequent_to_annual_reversal,2011,7,2,128,3.5
r1b,infrequent_to_annual_reversal,2011,8,2,132.5,3.5
r1b,infrequent_to_annual_reversal,2011,9,2,140,3.5
r1b,infrequent_to_annual_reversal,2011,10,2,92.5,0
r1b,infrequent_to_annual_reversal,2011,11,3,84.5,0.5
r1b,infrequent_to_annual_reversal,2011,12,3,68.5,0.5
r1b,infrequent_to_annual_reversal,2011,13,3,84.5,0
r1b,infrequent_to_annual_reversal,2011,14,3,83.5,0
r1b,infrequent_to_annual_reversal,2011,15,3,77.5,0
r1b,infrequent_to_annual_reversal,2011,16,4,121,15
r1b,infrequent_to_annual_reversal,2011,17,4,81,36
r1b,infrequent_to_annual_reversal,2011,18,4,115.5,0.5
r1b,infrequent_to_annual_reversal,2011,19,4,99,0.5
r1b,infrequent_to_annual_reversal,2011,20,4,98.5,0.5
